Key,English [en-GB]
Tutorial_1_TextBox_011d,"Your best bet is to get the Brute out of range of the Guard's move whilst getting as close to the Archer as possible.

She doesn't have a move this turn so if we move the Brute next to her, she will have to ranged attack from an adjacent hex and incur <color=#A050E0>Disadvantage</color> - meaning she'll draw two attack modifiers and apply the worst one!"
Tutorial_1_TextBox_011e,"From there the Bandit Guard will still be in range to be hit by <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Spare Dagger</color></font></b></nobr>'s top half, yet unable to reach the Brute to attack back this round.

 This plan should minimise the amount of damage the Brute takes this round whilst still getting a good amount of damage in. Let's do it!"
Tutorial_1_TextBox_012a,"Ranged attacks allow you to hit enemies further than one hex away, but as mentioned when entering the room, you will incur <color=#A050E0>Disadvantage</color> if you try to use a ranged attack on an adjacent enemy.

As you can see, the Archer now has a flashing <color=#A050E0>Disadvantage</color> icon to indicate this and the attack preview above her head is in purple."
Tutorial_1_TextBox_012b,"Since the Bandit Guard isn't adjacent to the Brute, lets throw the Spare Dagger at him!"
Tutorial_1_TextBox_013a,"Ha ha! See that? If you had attacked the Archer, the critical hit <b><color=#D92727>x2</color></b> modifier would have been discarded! Not that we knew, mind you, but minimising such eventualities is a good way to play."
Tutorial_1_TextBox_014a,"Phew, that could have been nasty; she very nearly dealt you <b>5</b> damage instead of just <b>1</b>! You can see why trying to give ranged enemies disadvantage when you can is a good strategy.

However, if a enemy with a ranged attack has movement before the attack on their turn, they will back away if possible first."
Tutorial_1_TextBox_014b,"Unfortunately though, one damage still got through.

When damaged, you choose to either lose that much health, burn one available card or two discarded cards. It's usually best to only burn cards when it is very high damage or if you really have to, so for now let's just have the Brute take one damage."
Tutorial_1_TextBox_015a,Just the Archer left in here now. Let's go early and play a nice little trick on her using that handy trap on the floor...
Tutorial_1_TextBox_015b,Looks like she's planning to move and attack this round - if she even gets a turn!
Tutorial_1_TextBox_016a,"Use <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Provoking Roar</color></font></b></nobr>'s disarming attack on her first - that'll both weaken her and will prevent any attacks back should the rest of the plan go awry!

Even if the drawn attack modifier causes no damage to be dealt, she will still gain the Disarmed condition and be unable to attack the Brute back."
Tutorial_1_TextBox_017a,Another great hit - now let's move closer to the door and give her a nudge onto that rusty old trap!
Tutorial_1_TextBox_017b,"Ouch, that's gotta hurt!

Through careful positioning and planning you can often find creative lines like that one to beat the odds, even when seemingly outnumbered."
Tutorial_1_TextBox_018a,"Time to check out the next room, but the Brute has no available cards remaining! Let's Long Rest again to get some cards back."
Tutorial_1_TextBox_019a,"Let's burn <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Provoking Roar</color></font></b></nobr> as its bottom half is of no use to us right now, and the top half is comparable to some of our other cards.

Worth noting now that with the Brute's card pool diminishing, if a character ends their turn with fewer than two playable cards and fewer than two discarded cards, they will be exhausted and unable to act - no matter how much health they have left! If all of your characters become exhausted, it's game over."
Tutorial_1_TextBox_020a,"Right, let's see what's through this next door. Same tactics as last time; <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Spare Dagger</color></font></b></nobr> and <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Grab and Go</color></font></b></nobr>!"
Tutorial_1_TextBox_021a,"Wow, look at all the treasure in here, and three Bandit Guards too? This ain't gonna be easy...

Hang on, who's that in the corner?"
Tutorial_1_TextBox_021b,"It's the Cragheart! Albeit looking in somewhat rough shape - moreso than usual! With him back in the party we can swiftly dispatch these bandits without issue.

Looks like he's going to be up next, so let's finish the Brute's turn."
Tutorial_1_TextBox_021c,"If you mouse over the Guards you can see they're planning to ""<b>Move 2, Attack 2</b>"". With so few cards left of our own, we need to carefully navigate this last room to avoid exhaustion!

Let's get the Brute over towards the Cragheart and attack the closest Bandit Guard while we're at it."
Tutorial_1_TextBox_022a,"I know what you are thinking... <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Spare Dagger</color></font></b></nobr> is a ranged attack, but the Brute is standing next to the target, and a disadvantaged attack is surely not the most intelligent move?

Well, on each half of a card you can also find <b>default actions</b> for situations just like this."
Tutorial_1_TextBox_022b,"To the left and right of the central initiative value are two small <b>default action</b> buttons. These allow the character to perform a melee attack  for <b>2</b> instead of the top action or a default move of <b>2</b> instead of the bottom action.

They are pretty handy when you are in a situation just like this one! Let's attack the Bandit Guard using the default attack button on <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Spare Dagger</color></font></b></nobr>."
Tutorial_1_TextBox_023a,"Only a <b><color=#FFA414>+0</color></b> this time, but by choosing not to ranged attack from an adjacent hex you didn't incur <color=#A050E0>Disadvantage</color>."
Tutorial_1_TextBox_025a,"Over to the Cragheart now - he already has some cards selected for the turn, so let's see how we can best use them.

It'd be great if we could move up next to that pair of Bandit Guards and hit them both with <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Avalanche</color></font></b></nobr>, but we can't currently reach them with the move abilities available."
Tutorial_1_TextBox_025b,"However, if you look over at the Cragheart's inventory, he is wearing some <nobr><b><font=MarcellusAlt SDF><color=#CCCCCC>Boots of Striding</color></font></b></nobr>. These can grant him two extra hexes of range for a single move!

Let's use them to get close to the two Guards now and ping them for a bit of extra damage while we're at it."
Tutorial_1_TextBox_027a,"Many ability card actions are comprised of multiple abilities and effects. These always play out in order from top to bottom.

For example, the bottom half of the Cragheart's <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Rumbling Advance</color></font></b></nobr> is a move ability, followed by a damage ability, followed by an <color=#78b356>Earth</color> elemental infusion."
Tutorial_1_TextBox_028a,"What are infusions, I hear you ask? If you look at the right-hand side of the screen, the elemental infusions holder can be seen - and it now shows that <color=#78b356>Earth</color> is currently being ""infused"".

This means at the end of this character's turn, it will be available for the remainder of this round and the next for any character, be it player or monster, to ""consume"" in order to augment certain abilities.

Therefore, the character who infuses an element cannot use it that turn, as it is only available after the current turn in this round is over. We'll get onto ""consumes"" in just a moment."
Tutorial_1_TextBox_028b,"Back to the action now, let's hit those bandits with <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Avalanche</color></font></b></nobr>!

<nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Avalanche</color></font></b></nobr>'s top half is an Area Effect attack, as denoted by the hex pattern that shows you its shape. It is a melee Area Effect attack as the shape has a grey hex, representing the hex the Cragheart is on, with the red hexes indicating those that will be attacked.

The shape can be rotated about the Cragheart using the mouse, so you will be able to line up the two hexes to attack with the Bandit Guards."
Tutorial_1_TextBox_029a,"That hit pretty hard!

Did you notice the burn icon in the bottom right corner of <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Avalanche</color></font></b></nobr>'s top half? Actions with this icon burn the card instead of discarding it after use, which means you cannot recover them by normal means such as resting - although certain effects do exist that permit recovery of burned cards.

Using the default action that accompanies an action with a burn icon will discard the card after use as normal however."
Tutorial_1_TextBox_030a,"Now, after you end the Cragheart's turn, it'll be time for the Bandit Guards to take theirs.

As you now have two player-controlled characters, note that monsters target first based on distance and then on initiative, so the Brute and Cragheart are going to face one Guard each here."
Tutorial_1_TextBox_031a,"Uh oh, the Cragheart is in trouble - the damage from this hit would be lethal and exhaust him! In this case you only really have the option of burning one available card as the damage would be lethal!

Bear in mind that when a character runs out of cards, they are exhausted anyway, so be careful not to burn too many cards too quickly. It is generally easier to regain health points than cards!

For now let's choose to burn <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Crushing Grasp</color></font></b></nobr>."
Tutorial_1_TextBox_032a,"You have no choice but for Brute to take the damage here - if you burn either an available card or two discarded cards, he won't have enough cards next turn and would instantly be exhausted!"
Tutorial_1_TextBox_033a,"Once again, the Brute doesn't have enough available cards to even take a turn this round.

He's going to have to rest, but a Long Rest would let the Bandit Guard go first - and likely deal enough damage to wipe out the Brute before he could heal! Let's go for a Short Rest this time."
Tutorial_1_TextBox_034a,"<nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Spare Dagger</color></font></b></nobr> isn't exactly ideal as the randomly selected card to burn as you might really need that extra attack on the bottom half.

However, once per short rest you can opt to redraw the random card to burn at the cost of one damage. Scary though it may seem to do with the Brute only having 2 health left, let's redraw.

We know it will burn <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Grab and Go</color></font></b></nobr> as it is the only other discarded card."
Tutorial_1_TextBox_035a,"Now that the Brute has enough cards to take a turn, select <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Spare Dagger</color></font></b></nobr> first, as it has the lowest initiative. We need to kill the Bandit Guard before he has a chance to act!"
Tutorial_1_TextBox_036a,Now let's switch over to the Cragheart to pick his abilities for the round too.
Tutorial_1_TextBox_037a,"Once again, we want to go as early in the round as possible to hopefully get our turn in before the Bandit Guards, so let's select <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Explosive Punch</color></font></b></nobr> first.

<nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Crater</color></font></b></nobr> and <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Massive Boulder</color></font></b></nobr>'s top halves are fairly similar, but let's pick <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Crater</color></font></b></nobr> just to be safe - we can play around the attack modifiers missing by using <nobr><b><font=MarcellusAlt SDF><color=#f5e3b0>Crater</color></font></b></nobr>'s push to finish the Guard off on the trap behind him if need be!"
Tutorial_1_TextBox_038a,"Luckily for you, the Bandit Guards have drawn a card with greater initiative, so both the Brute and Cragheart will get to go before them - let's finish them off!"
